"filename","filepath","md5","duration_s","saved_at","notes"
"lenatest.mp4","C:\projects\ai\content_bot\output\generated_videos\lenatest.mp4","5F939FC0129F4F20EF8DE4B7D463CF2F","5.04","2026-05-08T11:33:28",""
